5.266	-365.020	1.2
6.603	-232.305	1.2
7.088	-194.584	1.2
2.489	-362.243	0.8
3.345	-229.047	0.8
3.646	-191.142	0.8
18.718	466.046	0.8
0.259	-360.013	0.4
0.512	-226.214	0.4
0.730	-188.226	0.4
4.685	480.079	0.4
0.000	-359.754	0
0.000	-225.702	0
0.000	-187.496	0
0.000	484.764	0
0.799	-360.553	-0.4
0.549	-226.251	-0.4
0.391	-187.887	-0.4
-4.030	488.794	-0.4
2.834	-362.588	-0.8
2.230	-227.932	-0.8
1.924	-189.420	-0.8
-4.834	489.598	-0.8
5.097	-364.851	-1.2
4.562	-230.264	-1.2
3.912	-191.408	-1.2
